,,,,,,,
,"НОУТБУК ASUS N53SV 15.6"" LED HD i3-2330M 4GB 500GB DRW GT540_2GB WC WI-FI BT W7HB","965817  ",">3","27,997.00","23,607.00",$774.00,
,"НОУТБУК ASUS N53SV 15.6"" LED HD i5-2430M 4GB 640GB DRW GT540_2GB WC WI-FI BT W7HP","965340  ",1,"31,997.00","26,596.00",$872.00,
,"НОУТБУК ASUS N53TA 15.6"" LED HD A4-3300 4GB 500GB DRW HD6650_2GB WC WI-FI BT W7HB","964317  ",">100","26,997.00","22,021.00",$722.00,
,"НОУТБУК ASUS N53TA 15.6"" LED HD A6-3400 4GB 750GB DRW HD6650_2GB WC WI-FI BT W7HP","964318  ",">10","28,997.00","24,156.00",$792.00,
,"НОУТБУК ASUS N55SF BLACK 15.6"" LED HD+ i3-2330M 4GB 750GB B-DRW GT555_2GB WC WI-FI BT W7HP","966333  ",">10","35,997.00","29,402.00",$964.00,
,"НОУТБУК ASUS N55SF WHITE 15.6"" LED FHD i7-2670QM 8GB 750GB B-DRW GT555_2GB WC WI-FI BT W7HP","966334  ",">3","46,997.00","37,332.00","$1,224.00",
,"НОУТБУК ASUS X54H 15.6"" LED HD B800 2GB 320GB DRW HD6470_1GB WC WI-FI DOS","963755  ",">3","17,997.00","12,871.00",$422.00,
,"НОУТБУК FUJITSU LB AH531 15.6"" LED HD I3-2330M 4GB 500GB DRW","965853  ",">10","23,997.00","20,192.81",$662.06,
,"НОУТБУК HP PROBOOK 4530S 15,6"" LED HD i3-2330 4GB 320GB DRW HD6490_1GB WC BT WI-FI LINUX + СУМКА","965569  ",">10","26,998.00","21,653.46",$709.95,
,"НОУТБУК HP PROBOOK 4530S 15,6"" LED HD i5-2410 4GB 640GB DRW HD6470_1GB WC BT WI-FI LINUX + СУМКА","965568  ",">10","27,998.00","24,153.29",$791.91,
,"НОУТБУК HP PROBOOK 4530S 15,6"" LED HD i5-2430 4GB 640GB DRW HD6490_1GB WC BT WI-FI LINUX + СУМКА","965570  ",">3","27,998.00","24,742.42",$811.23,
,"НОУТБУК HP PROBOOK 4535S 15,6"" LED HD A4-3300 4GB 320GB DRW HD6480_1GB WC BT WI-FI WIN7HB + СУМКА","965571  ",">10","23,997.00","19,857.81",$651.08,
,"НОУТБУК SAMSUNG NP-RC530-S01RU 15.6"" LED HD I7-2630QM 4GB 500GB DRW GF540_1GB WC BT WI-FI W7HB","963010  ",">3","29,997.00","25,985.39",$851.98,
,"НОУТБУК SAMSUNG NP-RC530-S04RU 15,6"" LED HD I5-2430M 6GB 500GB DRW GT540_2GB WC BT WI-FI W7HB","964878  ",">10","27,997.00","23,500.00",$770.49,
,"НОУТБУК SAMSUNG NP300E5A-A01RU 15.6"" LED HD B950 3GB 320GB DRW INTEL-HD WC BT WI-FI W7HB","964870  ",">3","18,999.00","15,258.41",$500.28,
,"НОУТБУК SAMSUNG NP300E7A-S07RU 17.3"" LED HD+ I3-2330M 4GB 500GB DRW GT520MX_1GB WC BT WI-FI W7HB","965609  ",">3","26,999.00","20,053.80",$657.50,
,"НОУТБУК SAMSUNG NP300V5A-S14RU PINK 15.6"" LED HD I3-2330M 4GB 320GB DRW GT520MX_1GB WC BT WI-FI W7HB","965610  ",">3","24,999.00","19,098.86",$626.19,
,"НОУТБУК SAMSUNG NP305V5A-T02RU 15.6"" LED HD A8-3510MX 4GB 640GB DRW HD6630_1GB WC BT WI-FI W7HP","964877  ",">3","26,999.00","20,690.43",$678.37,
,"НОУТБУК SONY VPCEH1S1R/B 15.5"" LED HD i5-2410M 4GB 500GB DRW GT410M_1GB BT WLAN WC W7HP","962754  ",">3","34,997.00","21,479.16",$704.23,
,"НОУТБУК SONY VPCEH2L1R/B 15.5"" LED HD i3-2330M 4GB 500GB DRW GT410M_1GB BT WLAN WC W7HP","965722  ",">3","26,997.00","23,890.08",$783.28,
,"НОУТБУК SONY VPCEH2L1R/W 15.5"" LED HD i3-2330M 4GB 500GB DRW GT410M_1GB BT WLAN WC W7HP","965724  ",">3","26,997.00","25,216.64",$826.78,
,"НОУТБУК TOSHIBA C660-270 15.6"" LED HD B950 3GB 320GB DRW HD3000 WC BT WI-FI DOS 6CELL","964795  ",">3","14,997.00","12,380.00",$405.90,
,"НОУТБУК TOSHIBA C660-2DF 15.6"" LED HD B800 2GB 320GB DRW HD3000 WC WI-FI W7S 6CELL","964794  ",">3","14,997.00","12,141.00",$398.07,
"5.6.1.3.3. НОУТБУКИ 17'' И БОЛЕЕ",,,,,,,
,"НОУТБУК ACER AS7750G-2334G50 17.3"" LED HD+ i3-2330M 4GB 500GB DRW HD6650M_1GB WC WI-FI W7HB","964355  ",2,"22,997.00","20,164.00",$661.11,
,"НОУТБУК ASUS K73SV 17.3"" HD+ i3-2330M 4GB 500GB DRW GT540_1GB WC WI-FI BT W7HB","965816  ",">3","27,997.00","23,088.50",$757.00,
,"НОУТБУК ASUS N73SV 17.3"" LED FHD i3-2330M 4GB 500GB DRW GT540M_2GB WC BT WI-FI W7HP","965818  ",">3","31,997.00","26,413.00",$866.00,
,"НОУТБУК HP PROBOOK 4730S 17,3"" LED HD B940 3GB 320GB DRW HD6470_1GB WC BT WI-FI LINUX + СУМКА","964249  ",">3","26,997.00","19,829.05",$650.13,
,"НОУТБУК HP PROBOOK 4730S 17,3"" LED HD i3-2310 4GB 640GB DRW HD6470_1GB WC BT WI-FI LINUX + СУМКА","964248  ",">3","28,997.00","23,547.00",$772.03,
"5.6.1.3.4. НЕТБУКИ",,,,,,,
,"НЕТБУК ACER ASPIRE ONE 722-C68BBC BLUE 11.6"" LED HD AMD C-60 2GB 320GB HD6290 WC BT WI-FI W7S 6CELL","964360  ",">3","10,997.00","10,052.90",$329.60,
,"НЕТБУК ACER ASPIRE ONE 722-C68KKC BLACK 11.6"" LED HD AMD C-60 2GB 320GB HD6290 WC BT WI-FI W7S 6CELL","964359  ",">3","10,997.00","10,052.90",$329.60,
,"НЕТБУК ACER ASPIRE ONE D257-N57DQ RED 10.1"" LED WSVGA N570 1GB 250GB WC WI-FI W7S+ANDROID 6CELL","966187  ",">10","9,997.00","9,150.69",$300.02,
,"НЕТБУК ACER ASPIRE ONE D257-N57DQbb BLUE 10.1"" LED WSVGA N570 1GB 250GB WC WI-FI W7S+ANDROID 6CELL","964798  ",">10","9,997.00","9,150.69",$300.02,
,"НЕТБУК ASUS EEE PC 1011PX BLACK 10.1"" LED WSVGA N455 2GB 320GB WC WI-FI LINUX 3CELL","965356  ",">3","8,997.00","7,777.50",$255.00,
,"НЕТБУК ASUS EEE PC 1011PX BLACK 10.1"" LED WSVGA N570 1GB 320GB WC BT WI-FI W7S 6CELL","965355  ",">3","10,997.00","9,516.00",$312.00,
,"НЕТБУК SAMSUNG NP-N102-JA01RU ЧЕРНЫЙ 10.1"" LED WSVGA N435 1GB 250GB WI-FI WC W7S","963015  ",">10","8,997.00","8,511.90",$279.08,
,"НЕТБУК SAMSUNG NP-N145-JP02RU ЧЕРНЫЙ 10.1"" LED WSVGA N455 1GB 250GB WI-FI WC 6CELL W7S","780955  ",">3","9,997.00","8,795.94",$288.39,
,"НЕТБУК SAMSUNG NP-NC110-A01RU ЧЕРНЫЙ 10.1"" LED WSVGA N455 1GB 250GB BT W7S 6CELL","780957  ",">10","9,997.00","8,800.00",$288.52,
,"НЕТБУК SAMSUNG NP-NC110-A02RU БЕЛЫЙ 10.1"" LED WSVGA N455 1GB 250GB BT W7S 6CELL","780946  ",">10","9,997.00","9,308.39",$305.19,
,"НЕТБУК SAMSUNG NP-NC110-A03RU КРАСНЫЙ 10.1"" LED WSVGA N455 1GB 250GB BT W7S 6CELL","780940  ",">3","9,997.00","9,308.39",$305.19,
,"НЕТБУК SAMSUNG NP-NC110-A07RU ЧЕРНЫЙ 10.1"" LED WSVGA N455 1GB 320GB BT W7S 6CELL","965597  ",">3","9,997.00","8,990.96",$294.79,
,"НЕТБУК SAMSUNG NP-NC110-A09RU КРАСНЫЙ 10.1"" LED WSVGA N455 2GB 320GB BT W7S 6CELL","965598  ",">3","9,997.00","9,779.64",$320.64,
,"НЕТБУК SAMSUNG NP-NC110-A0ARU СИНИЙ 10.1"" LED WSVGA N455 2GB 320GB BT W7S 6CELL","965603  ",">3","9,997.00","9,779.64",$320.64,
,"НЕТБУК SAMSUNG NP-NC110-A0BRU РОЗОВЫЙ 10.1"" LED WSVGA N455 2GB 320GB BT W7S 6CELL","965605  ",">3","9,997.00","9,779.64",$320.64,
,"НЕТБУК SAMSUNG NP-NC215-A01RU (SOLAR CHARGE) 10.1"" LED WSVGA N570 2GB 320GB BT W7S 6CELL","965607  ",">3","14,997.00","12,965.91",$425.11,
"5.6.1.3.5. ПЛАНШЕТНЫЕ КОМПЬЮТЕРЫ",,,,,,,
,"ПЛАНШЕТНЫЙ КОМПЬЮТЕР ACER ICONIA TAB A500 10.1"" 1280x800 1GHz 1GB 16GB BT Wi-Fi HDMI Android v3.0","966179  ",">3","15,990.00","14,862.69",$487.30,
,"ПЛАНШЕТНЫЙ КОМПЬЮТЕР ACER ICONIA TAB A500 10.1"" 1280x800 1GHz 1GB 32GB BT Wi-Fi HDMI Android v3.0","966180  ",">3","17,990.00","17,124.40",$561.46,
,"ПЛАНШЕТНЫЙ КОМПЬЮТЕР LENOVO TAB K1-10W32W 10.1"" 1280x800 1GHz 1GB 32GB BT Wi-Fi HDMI Android v3.1","964829  ",">3","19,997.00","16,048.75",$526.19,
,"ПЛАНШЕТНЫЙ КОМПЬЮТЕР PRESTIGIO MULTIPAD 7070 7"" 800x600 1GHz 256MB 8GB WC BT Wi-Fi 3850mAh ANDROID","964057  ",">100","8,999.00","7,830.00",$256.72,
"5.6.1.5. СЕРВЕРЫ",,,,,,,
"5.6.1.5.1. ПЛАТЫ РАСШИРЕНИЯ И ПРОЧИЕ УСТРОЙСТВА",,,,,,,
,"D-LINK СЕТЕВОЕ ХРАНИЛИЩЕ ДАННЫХ DNS-320","966332  ",1,,"3,043.20",$99.78,
,"IBM ПРОЦЕССОР INTEL E5420 QC 44W3267","941550  ",1,,"19,611.21",$642.99,
,"ЖЕСТКИЙ ДИСК FUJITSU HD SATA 3G 500GB 7.2K 3.5"" BC","124875  ",">3",,"7,208.45",$236.34,
,"ПАМЯТЬ FUJITSU 2GB FBD800 PC2-6400 ECC (S26361-F3373-L414)","129282  ",">3",,"2,173.65",$71.27,
"5.6.1.5.3. КОРПУСА",,,,,,,
,"RACK MOUNT KIT CHIEFTEC RSR-190","751144  ",2,,"1,018.90",$33.41,
,"КРЕПЛЕНИЕ ДЛЯ КОРПУСА СЕРВЕРА FUJITSU","129068  ",1,,"3,668.04",$120.26,
,"ШКАФ 12U 19"" НАСТЕННЫЙ 2-Х СЕКЦИОННЫЙ GMB","783046  ",">3",,"4,747.00",$155.64,
"5.6.10. МОНИТОРЫ",,,,,,,
