,,,,,,
,,,,,,
,,"УТ000005018","Крепление Sunne LCD Bracket, 10""-32"", max 30kg, Tilting, Swivel, 2x Extension, TV to wall 100-470mm 077288",">5",29.61,"шт"
,,"УТ000005019","Крепление Sunne LCD/PLASMA TV Bracket, 42-70-ef 42""-70"", max 75kg, Fix, TV to wall: 30mm  085557",1,32.64,"шт"
,,"УТ000005020","Крепление Sunne LCD/PLASMA TV Bracket, 42-70-et 42""-70"", max 75kg, Tilting, VESA 800x600,  085561",1,44.74,"шт"
,,"УТ000005021","Крепление Sunne LED TV Bracket, 23-42-led 23""-42"", max 50kg, Fix, univ. mounting pattern, 085554",1,23.60,"шт"
,,"УТ000005022","Крепление Sunne LED TV Bracket, 32-60-led 32""-60"", max 50kg, Fix, univ. mounting pattern,085555",5,26.11,"шт"
,,"УТ000005023","Крепление Sunne LED TV Bracket, 42-70-led 42""-70"", max 50kg, Fix, univ. mounting pattern,  085556",1,29.60,"шт"
,,"УТ000003348","Крепление Sunne TV Bracket , 23-42-ea 23""-42"", max 40kg, Tilt & Swivel",1,59.00,"шт"
,,"УТ000003349","Крепление Sunne TV Bracket , 23-42-lp 23""-42"", max 55kg, Fix, ultra-thin 9mm to wall  077282",">5",24.60,"шт"
,,"УТ000003350","Крепление Sunne TV Bracket , 32-42-ef  32""-42"", max 75kg, Fix, TV to wall 30mm 077278",">5",23.59,"шт"
,,"УТ000003382","Крепление Sunne TV Bracket , 32-63-ef 32""-63"", max 75kg, Fix, TV to wall 30mm  077279",">5",27.59,"шт"
,,"УТ000003381","Крепление Sunne TV Bracket , 32-63-lp 32""-63"", max 65kg, Fix, ultra-thin 9mm to wall 077283",">10",29.61,"шт"
,,"УТ000003383","Крепление Sunne TV Bracket , 37-63-et 37""-63"", max 75kg, Tilting, TV to wall 45mm 077281",5,37.68,"шт"
,,"УТ000003341","Крепление Vogels EFA8810 Tilt module max 30kg (for EFW 8145, 8245, 8125, 8225, 8105, 8205) 051940",4,17.90,"шт"
,,"УТ000003648","Крепление Vogels EFA8820 Tilt module max 45kg (for EFW 8345, 8325, 8425, 8305, 8405) 051941",">5",23.05,"шт"
,,"УТ000004016","Крепление Vogels EFW66445",2,260.00,"шт"
,,00000020838,"Крепление Vogels EFW8205 26-37 inch (66-94cm)/ 30kg/ VESA (75x75mm up to 500x350mm) 046877",4,35.25,"шт"
,,"УТ000003342","Крепление Vogels EFW8225 26-37 inch (66-94cm)/ 30kg/ VESA (75x75mm up to 500x350mm)",1,107.50,"шт"
,,"УТ000003343","Крепление Vogels EFW8305 32-50 inch (81-127cm)/ 45kg/ VESA (75x75mm up to 800x450mm) 046878 ",1,62.04,"шт"
,,"УТ000003344","Крепление Vogels EFW8405 50-65 inch (102-165cm)/ 70kg/ VESA (75x75mm up to 1100x550mm)",1,91.40,"шт"
,,"УТ000004505","Крепление Vogels MDM35 LCD/Plasma/ 23-32 inch (58-81cm)/ 35kg/ VESA  039653",4,63.91,"шт"
,,00000019084,"Крепление Vogels MFM80 для LCD/Plasma /26-32 inch (66-81cm) /80kg /VESA",1,15.00,"шт"
,,00000020840,"Крепление Vogels MFS50 для LCD/Plasma /11-30inch (25-76cm) /50kg /VESA (75x75mm, 100x100mm)",5,7.50,"шт"
,,"УТ000005024","Крепление Vogels MSM35 для LCD/Plasma/ 23-32 inch (58-81cm)/ 35kg/ VESA /Tilt and turn function",1,41.01,"шт"
,,00000019827,"Крепление Vogels MSM35 для LCD/Plasma/ 23-32 inch (58-81cm)/ 35kg/ VESA /Tilt and turn function",1,42.00,"шт"
,,00000020839,"Крепление Vogels MSS15 для LCD/Plasma/ 10-26 inch (25-66cm)/ 15kg/ VESA (75x75mm, 100x100mm)/ Tilt and turn function",2,20.59,"шт"
,,"УТ000002675","Крепление Vogels PHW100M Wall Mount Flat M 26-37"" (66-94 cm)",1,27.70,"шт"
,,,"00.50 Очки для ТВ",,,
,,"УТ000003791","Стерео очки LG AG-F210 passive 3D glasses for LCD-TV ",">5",10.00,"шт"
,,"УТ000003793","Стерео очки LG AG-F220 passive 3D glasses for LCD-TV ",5,10.00,"шт"
,,"УТ000003794","Стерео очки LG AG-F260 passive 3D glasses for LCD-TV ",2,30.00,"шт"
,,"УТ000003795","Стерео очки LG AG-F270 passive 3D glasses for LCD-TV ",4,120.00,"шт"
,,"УТ000002681","Стерео очки LG AG-S270 3D Glasses Alain Mikli Design ",">5",125.00,"шт"
,8808993841646,00000023765,"Стерео очки SAMSUNG SSG-2100AB",1,110.00,"шт"
,8808993841653,00000023766,"Стерео очки SAMSUNG SSG-2200AR",2,140.00,"шт"
,8808993841660,00000023767,"Стерео очки SAMSUNG SSG-2200KR",1,140.00,"шт"
,,,"00.60 Домашние кинотеатры/DVD-плееры/Медиаплееры",,,
,,,"Медиаплееры",,,
,,,"DUNE",,,
,,"УТ000003543","Медиаплеер Dune HD Lite 53D w",">5",182.00,"шт"
,,"УТ000003545","Медиаплеер Dune HD Smart D1",1,245.00,"шт"
,,"УТ000005124","Медиаплеер Dune HD TV-101 /Sigma Designs 8670/8671 / память 256 Мб/ 128Mb Flash/ HDMI 1.3/ USB 2.0/ LAN",">10",95.00,"шт"
,,"УТ000005123","Медиаплеер Dune HD TV-101W /Sigma Designs 8670/8671 / память 256 Мб/ 128Mb Flash/ HDMI 1.3/ USB 2.0/ LAN/ wi-fi b.g.n",">10",110.00,"шт"
,,,"Медиаплееры",,,
,,"УТ000003593","Медиаплеер QNAP NMP-1000 сетевой",2,220.00,"шт"
,,"УТ000003594","Медиаплеер QNAP NMP-1000P сетевой",3,399.00,"шт"
,,,"00.70 Антенны",,,
,,"УТ000003479","Антенна телевизионная FUNKE CITY 5.1 с адаптером",">10",28.19,"шт"
,8717056974675,"УТ000003480","Антенна телевизионная FUNKE COMBO PACKAGE с адаптером",">10",34.23,"шт"
,,"УТ000003477","Антенна телевизионная FUNKE DSC 250-345T с адаптером",">10",20.90,"шт"
,8717056974507,"УТ000003476","Антенна телевизионная FUNKE DSC 310-345T с адаптером",">10",33.20,"шт"
,8717056974149,"УТ000003474","Антенна телевизионная FUNKE HOME+2.0 с адаптером",4,18.05,"шт"
,8717056974170,"УТ000003475","Антенна телевизионная FUNKE HOME+5.0 с адаптером",">5",23.70,"шт"
,8717056974477,"УТ000003481","Антенна телевизионная FUNKE ODSC100-345TW с адаптером",">10",54.28,"шт"
,,,"01.00 Программное обеспечение",,,
,,,"01.02 MicroSoft",,,
,,,"BOX",,,
,,00000024188,"ПО Office 2010 Home and Business 2010 32-bit/x64 Russian Russia DVD BOX (T5D-00415)",2,202.00,"шт"
,,"УТ000004156","ПО Office 2010 Home and Business 2010 32-bit/x64 Russian Russia DVD BOX +mouse (T5D-01241)",">10","6,210 RUB","шт"
,885370047189,00000024296,"ПО Office 2010 Home and Student 2010 32-bit/x64 Russian Russia DVD 79G-02142",3,97.81,"шт"
,4601546092502,"УТ000003858","ПО Office 2010 Small Business Basics, неименная лицензия, 1 ПК (+1С:Платежные документы 8)",1,178.00,"шт"
,,"УТ000003446","ПО Office Mac Home Business 2011 Russia DVD MSW6F-00036",1,225.00,"шт"
,882224058704,00000000329,"ПО Visual Basic 2005 Express edition English Box (128-00019)",1,20.00,"шт"
,882224282659,00000000330,"ПО Visual Studio Standard 2005 Win32 English CD Box (127-00109)",1,100.00,"шт"
,,"УТ000003445","ПО Windows Home Basic 7 Russian Only DVD (BOX) (F2C-01090)",4,98.00,"шт"
,,"УТ000002883","ПО Windows Home Prem 7 Russian Only DVD (BOX) (GFC-02398)",4,155.00,"шт"
,,"УТ000004125","ПО Windows Prof 7 Russian DVD Only (BOX) (FQC-05347)",4,236.00,"шт"
,,,"Disk Kit",,,
,882224309356,00000000369,"ПО Master Kit Russian Office 2007 (Basic,SB,Pro,H/S) 1Pk DSP OEI OPK (269-11469)",">10",38.00,"шт"
,,00000000338,"ПО Дистрибутив English ISA Server 2004 Standard (Е84-00526)",1,35.00,"шт"
,,00000000340,"ПО Дистрибутив English Microsoft VFoxPro Pro 9.0 Win32 (340-01236)",1,35.00,"шт"
,,00000000341,"ПО Дистрибутив English Microsoft Windows Server 2003 for Small Business (T73-00060)",1,35.00,"шт"
,,00000000343,"ПО Дистрибутив English Windows Server 2003 R2 Standard (P73-01790)",3,35.00,"шт"
,,00000000344,"ПО Дистрибутив English Windows Server 2003 R2 Standard 32bit/64Bit (P73-01780)",2,35.00,"шт"
,,00000000345,"ПО Дистрибутив MultiLng Office 2003 Professional (269-08182)",1,35.00,"шт"
,,00000000346,"ПО Дистрибутив MultiLng Windows XP Pro x64  SP2 (E85-04208)",2,35.00,"шт"
,,00000000348,"ПО Дистрибутив Russian Access 2003 Win32 (077-03140)",2,35.00,"шт"
,,00000000350,"ПО Дистрибутив Russian Office 2003 SB Ed (588-03430)",">5",35.00,"шт"
,,00000000352,"ПО Дистрибутив Russian Office 2003 Standart (021-06758)",4,35.00,"шт"
,,00000000358,"ПО Дистрибутив Russian Windows Server 2000 Standard SP4 (C11-03319)",1,35.00,"шт"
,,00000000359,"ПО Дистрибутив Russian Windows Server 2003 R2 Enterprise (P72-01790)",1,35.00,"шт"
,,00000022125,"ПО Дистрибутив Russian Windows Server 2003R2 wSP2 32bitx64 RUS DiskKit MVL CD (P73-02699)",1,35.00,"шт"
,,00000000363,"ПО Дистрибутив Disk Kit Russian Windows Small Business Server 2003 R2 Premium (T75-01369)",2,35.00,"шт"
,,00000000364,"ПО Дистрибутив Disk Kit Russian Windows Small Business Server 2003 R2 Standard (T72-01513)",1,35.00,"шт"
,,00000000367,"ПО Дистрибутив Russian Windows Vista Business 32-bit MVL DVD (66J-04627)",">5",35.00,"шт"
,,00000000370,"ПО Дистрибутив SQL Server Wrkgroup Edtn 2005 Win32 Russian Patch MVL CD (A5K-02181)",1,35.00,"шт"
,,,"MOLP",,,
,,,"Академические лицензии",,,
,,00000020585,"Эл. лицензия WinPro 7 RUS Upgrd OLP NL Acdmc (FQC-02306)",1,55.00,"шт"
,,,"OEM",,,
,,"УТ000003505","ПО Get Geniune Kit Win Pro-7 SP1 32bit/x64 Russian 1pk OEM (6PC-00024) ",3,162.00,"шт"
,2970000955922,"УТ000000735","ПО Office Home and Business 2010 Russian ONLY PC Att Key PKC MST5D-00703 для продажи только с ПК",3,214.79,"шт"
,885370089820,"УТ000000735","ПО Office Home and Business 2010 Russian ONLY PC Att Key PKC MST5D-00703 для продажи только с ПК",3,214.79,"шт"
,2970000955908,00000024547,"ПО Office Home/Student 2010 Russian PC Attach Key PKC Microcase MS79G-02537  для продажи только с ПК",1,84.00,"шт"
,885370090017,00000024547,"ПО Office Home/Student 2010 Russian PC Attach Key PKC Microcase MS79G-02537  для продажи только с ПК",1,84.00,"шт"
,,"УТ000002879","ПО Windows 7 Home Basic 32-bit Russian 1pk SP1 DSP 3 OEI DVD (F2C-00884) для продажи только с ПК ",">10",67.00,"шт"
,,"УТ000002858","ПО Windows 7 Home Basic 64-bit Russian 1pk SP1 DSP 3 OEI DVD (F2C-00886)для продажи только с ПК",3,68.50,"шт"
,882224925006,00000021150,"ПО Windows 7 Home Premium 32-bit Russian 1pk DSP OEI DVD (GFC-00642) для продажи только с ПК",2,97.00,"шт"
,,"УТ000003506","ПО Windows 7 Home Premium 32-bit Russian 1pk SP1 DSP OEI DVD (GFC-02089) для продажи только с ПК",">5",97.00,"шт"
,882224925020,00000021151,"ПО Windows 7 Home Premium 64-bit Russian 1pk DSP OEI DVD (GFS-00644)",1,96.00,"шт"
,,"УТ000002880","ПО Windows 7 Home Premium 64-bit Russian 1pk SP1 DSP OEI DVD (GFС-02091)",">5",97.00,"шт"
,,"УТ000002399","ПО Windows 7 Prof 32-bit Russian 1pk DSP 3 SP1 OEI DVD (FQC-04671)",">10",132.00,"шт"
,,"УТ000004022","ПО Windows 7 Prof 64-bit Russian 1pk DSP 3 SP1 OEI DVD (FQC-04673) для продажи только с ПК",">5",132.00,"шт"
,,00000021505,"ПО Windows 7 Starter 32-bit Russian 1pk DSP OEI DVD (GJC00120) для продажи только с ПК",">10",44.60,"шт"
,,00000000478,"ПО Works 8.5 Win32 Russian 3pk DSP 3 OEI CD OEM (070-03116) (РАСПРОДАЖА!!!) для продажи только с ПК",">10",8.00,"шт"
,,00000016674,"ПО Microsoft Works 9.0 (Рус.OEM) (070-05010)(269-09998/14)",2,8.00,"шт"
,,,"01.03 Антивирусные программы и Безопасность",,,
,,,"AVP Касперского",,,
,5060226034215,00000024441,"ПО Кaspersky Internet Security 2011 Box 2ПК  BOX Base 1 year KL1837RBB**",1,25.00,"шт"
,5060226040605,"УТ000003488","ПО Kaspersky Anti-Virus 2012 Box 2ПК BOX Base  1 year KL1143RBB**",">10",900 RUB,"шт"
,5060226040612,"УТ000003489","ПО 2012 Kaspersky Anti-Virus 2012 2ПК карточка продление 1 year KL1143*****",">10",675 RUB,"шт"
,5060226040551,"УТ000003490","ПО Кaspersky Internet Security 2012 Box 2ПК  BOX Base 1 year KL1843RBB**",">10","1,200 RUB","шт"
,5060226040537,"УТ000003491","ПО 2012 Кaspersky Internet Security 2012 Box 2ПК  BOX продление 1 year KL1843RBB**",">10",780 RUB,"шт"
,,"УТ000004773","ПО 2012 Кaspersky Internet Security 2012 карточка 2ПК продление 1 year KL1843ROB**",">10",780 RUB,"шт"
,,,"ESET NOD32",,,
,4612744310152,"УТ000001000","ПО NOD 32 BOX Standart 3 по цене 1user+ Bonus BOX 1year NOD32-ENB-NS-BOX-1-1     ",">10",937.5 RUB,"шт"
,4612744310138,"УТ000000682","ПО NOD 32 Standart renewal for 1 user на 3ПК (продление) карточка NOD32-ENA-RN(CARD3)-1-1",">10",562.5 RUB,"шт"
,4612744310169,"УТ000000611","ПО NOD 32 Smart Security 3 по цене 1 user  + Bonus 1year  BOX NOD32-ESB-NS(BOX)-1-1",">10","1,342.5 RUB","шт"
,,"УТ000003659","ПО NOD 32 Smart Security renewal for 3 user (продление) карточка NOD32-ESS-RN-(CARD3)-1-1",">5",760.5 RUB,"шт"
,4612744310077,00000020097,"ПО ESET NOD 32 Smart Security Platinum Edition - лицензия на 2 года NOD32-ESS-NS(BOX)-2-1",1,"1,901.25 RUB","шт"
,,,"01.04 Графические программы",,,
,,,"Corel",,,
,,00000000684,"ПО CorelDRAW Graphics Suite X4 Licensing Media Pack LMPCDGSX4MLPCEU",1,32.77,"шт"
,,00000016602,"ПО Corel Paint Shop Pro Photo XI Rus OEMPSPPXIRUSPC OEM для продажи только с техникой Программное обеспечение  для автоматической коррекции фотографий и точных инструментов для их редактирования профессионального уровня",1,18.00,"шт"
,,00000017914,"ПО Corel WinDVD 8 (2 chanel) OEMWD8SE2CHMUL OEM для продажи только с техникой",4,19.00,"шт"
,,,"Shortcut",,,
,8716601040001,00000000699,"Программное  обеспечение Shortcut PhotoMagic",1,40.00,"шт"
,,,"01.12 Abbyy",,,
,,"УТ000003600","ПО ABBYY FineReader 11 Professional Editionition",1,100.00,"шт"
,4602778001218,00000020011,"ПО Lingvo x3 Многоязычная версия (коробка)",">5",64.50,"шт"
,,,"01.90 Программное обеспечение Разное",,,
